Event	Sub-task	Train Data (size, pos., neg.)	Dev Data (size, pos., neg.)	Test Data (size, pos., neg.)	model name	accuracy	CM	pos. F1	SQuAD_total	SQuAD_EM	SQuAD_F1	SQuAD_Pos. EM_F1_total	SQuAD_Pos. EM	SQuAD_Pos. F1	dev_threshold	dev_N	dev_F1	dev_P	dev_R	dev_TP	dev_FP	dev_FN	N	F1	P	R	TP	FP	FN
tested_negative	gender_female	(8107, {'age': 9, 'close_contact': 20, 'gender_male': 123, 'gender_female': 48, 'how_long': 13, 'name': 329, 'relation': 64, 'when': 12, 'where': 56}, {'age': 8098, 'close_contact': 8087, 'gender_male': 7984, 'gender_female': 8059, 'how_long': 8094, 'name': 7778, 'relation': 8043, 'when': 8095, 'where': 8051})	(2151, {'age': 0, 'close_contact': 1, 'gender_male': 21, 'gender_female': 21, 'how_long': 5, 'name': 93, 'relation': 17, 'when': 5, 'where': 22}, {'age': 2151, 'close_contact': 2150, 'gender_male': 2130, 'gender_female': 2130, 'how_long': 2146, 'name': 2058, 'relation': 2134, 'when': 2146, 'where': 2129})	(3603, {'age': 3, 'close_contact': 2, 'gender_male': 47, 'gender_female': 22, 'how_long': 2, 'name': 134, 'relation': 26, 'when': 3, 'where': 18}, {'age': 3600, 'close_contact': 3601, 'gender_male': 3556, 'gender_female': 3581, 'how_long': 3601, 'name': 3469, 'relation': 3577, 'when': 3600, 'where': 3585})	MultiTaskBertForCovidEntityClassification	0.9947266167082986	[[3571, 10], [9, 13]]	0.5777777777777778	303.0	95.04950495049505	95.56955695569556	22.0	63.63636363636363	70.79889807162535	0.6	21.0	0.6842105263157895	0.7647058823529411	0.6190476190476191	13.0	4.0	8.0	22.0	0.5454545454545454	0.5454545454545454	0.5454545454545454	12.0	10.0	10.0
tested_negative	how_long	(8107, {'age': 9, 'close_contact': 20, 'gender_male': 123, 'gender_female': 48, 'how_long': 13, 'name': 329, 'relation': 64, 'when': 12, 'where': 56}, {'age': 8098, 'close_contact': 8087, 'gender_male': 7984, 'gender_female': 8059, 'how_long': 8094, 'name': 7778, 'relation': 8043, 'when': 8095, 'where': 8051})	(2151, {'age': 0, 'close_contact': 1, 'gender_male': 21, 'gender_female': 21, 'how_long': 5, 'name': 93, 'relation': 17, 'when': 5, 'where': 22}, {'age': 2151, 'close_contact': 2150, 'gender_male': 2130, 'gender_female': 2130, 'how_long': 2146, 'name': 2058, 'relation': 2134, 'when': 2146, 'where': 2129})	(3603, {'age': 3, 'close_contact': 2, 'gender_male': 47, 'gender_female': 22, 'how_long': 2, 'name': 134, 'relation': 26, 'when': 3, 'where': 18}, {'age': 3600, 'close_contact': 3601, 'gender_male': 3556, 'gender_female': 3581, 'how_long': 3601, 'name': 3469, 'relation': 3577, 'when': 3600, 'where': 3585})	MultiTaskBertForCovidEntityClassification	0.9994449070219261	[[3600, 1], [1, 1]]	0.5	300.0	99.33333333333333	99.33333333333333	2.0	50.0	50.0	0.3	5.0	0.33333333333333337	1.0	0.2	1.0	0.0	4.0	2.0	0.3333333333333333	0.25	0.5	1.0	3.0	1.0
tested_negative	name	(8107, {'age': 9, 'close_contact': 20, 'gender_male': 123, 'gender_female': 48, 'how_long': 13, 'name': 329, 'relation': 64, 'when': 12, 'where': 56}, {'age': 8098, 'close_contact': 8087, 'gender_male': 7984, 'gender_female': 8059, 'how_long': 8094, 'name': 7778, 'relation': 8043, 'when': 8095, 'where': 8051})	(2151, {'age': 0, 'close_contact': 1, 'gender_male': 21, 'gender_female': 21, 'how_long': 5, 'name': 93, 'relation': 17, 'when': 5, 'where': 22}, {'age': 2151, 'close_contact': 2150, 'gender_male': 2130, 'gender_female': 2130, 'how_long': 2146, 'name': 2058, 'relation': 2134, 'when': 2146, 'where': 2129})	(3603, {'age': 3, 'close_contact': 2, 'gender_male': 47, 'gender_female': 22, 'how_long': 2, 'name': 134, 'relation': 26, 'when': 3, 'where': 18}, {'age': 3600, 'close_contact': 3601, 'gender_male': 3556, 'gender_female': 3581, 'how_long': 3601, 'name': 3469, 'relation': 3577, 'when': 3600, 'where': 3585})	MultiTaskBertForCovidEntityClassification	0.9641965029142381	[[3403, 66], [63, 71]]	0.5239852398523985	335.0	65.07462686567165	70.50993948008875	168.0	43.45238095238095	54.290653129938846	0.2	93.0	0.5490196078431372	0.5045045045045045	0.6021505376344086	56.0	55.0	37.0	134.0	0.5466666666666666	0.4939759036144578	0.6119402985074627	82.0	84.0	52.0
tested_negative	relation	(8107, {'age': 9, 'close_contact': 20, 'gender_male': 123, 'gender_female': 48, 'how_long': 13, 'name': 329, 'relation': 64, 'when': 12, 'where': 56}, {'age': 8098, 'close_contact': 8087, 'gender_male': 7984, 'gender_female': 8059, 'how_long': 8094, 'name': 7778, 'relation': 8043, 'when': 8095, 'where': 8051})	(2151, {'age': 0, 'close_contact': 1, 'gender_male': 21, 'gender_female': 21, 'how_long': 5, 'name': 93, 'relation': 17, 'when': 5, 'where': 22}, {'age': 2151, 'close_contact': 2150, 'gender_male': 2130, 'gender_female': 2130, 'how_long': 2146, 'name': 2058, 'relation': 2134, 'when': 2146, 'where': 2129})	(3603, {'age': 3, 'close_contact': 2, 'gender_male': 47, 'gender_female': 22, 'how_long': 2, 'name': 134, 'relation': 26, 'when': 3, 'where': 18}, {'age': 3600, 'close_contact': 3601, 'gender_male': 3556, 'gender_female': 3581, 'how_long': 3601, 'name': 3469, 'relation': 3577, 'when': 3600, 'where': 3585})	MultiTaskBertForCovidEntityClassification	0.9944490702192618	[[3568, 9], [11, 15]]	0.6	301.0	95.34883720930233	95.51495016611295	23.0	69.56521739130434	71.73913043478261	0.9	17.0	0.6470588235294118	0.6470588235294118	0.6470588235294118	11.0	6.0	6.0	26.0	0.5333333333333333	0.631578947368421	0.46153846153846156	12.0	7.0	14.0
tested_negative	when	(8107, {'age': 9, 'close_contact': 20, 'gender_male': 123, 'gender_female': 48, 'how_long': 13, 'name': 329, 'relation': 64, 'when': 12, 'where': 56}, {'age': 8098, 'close_contact': 8087, 'gender_male': 7984, 'gender_female': 8059, 'how_long': 8094, 'name': 7778, 'relation': 8043, 'when': 8095, 'where': 8051})	(2151, {'age': 0, 'close_contact': 1, 'gender_male': 21, 'gender_female': 21, 'how_long': 5, 'name': 93, 'relation': 17, 'when': 5, 'where': 22}, {'age': 2151, 'close_contact': 2150, 'gender_male': 2130, 'gender_female': 2130, 'how_long': 2146, 'name': 2058, 'relation': 2134, 'when': 2146, 'where': 2129})	(3603, {'age': 3, 'close_contact': 2, 'gender_male': 47, 'gender_female': 22, 'how_long': 2, 'name': 134, 'relation': 26, 'when': 3, 'where': 18}, {'age': 3600, 'close_contact': 3601, 'gender_male': 3556, 'gender_female': 3581, 'how_long': 3601, 'name': 3469, 'relation': 3577, 'when': 3600, 'where': 3585})	MultiTaskBertForCovidEntityClassification	0.9991673605328892	[[3600, 0], [3, 0]]	0.0	300.0	99.0	99.0	3.0	0.0	0.0	0.1	5.0	0.25	0.3333333333333333	0.2	1.0	2.0	4.0	3.0	0.0	0.0	0.0	0.0	4.0	3.0
tested_negative	where	(8107, {'age': 9, 'close_contact': 20, 'gender_male': 123, 'gender_female': 48, 'how_long': 13, 'name': 329, 'relation': 64, 'when': 12, 'where': 56}, {'age': 8098, 'close_contact': 8087, 'gender_male': 7984, 'gender_female': 8059, 'how_long': 8094, 'name': 7778, 'relation': 8043, 'when': 8095, 'where': 8051})	(2151, {'age': 0, 'close_contact': 1, 'gender_male': 21, 'gender_female': 21, 'how_long': 5, 'name': 93, 'relation': 17, 'when': 5, 'where': 22}, {'age': 2151, 'close_contact': 2150, 'gender_male': 2130, 'gender_female': 2130, 'how_long': 2146, 'name': 2058, 'relation': 2134, 'when': 2146, 'where': 2129})	(3603, {'age': 3, 'close_contact': 2, 'gender_male': 47, 'gender_female': 22, 'how_long': 2, 'name': 134, 'relation': 26, 'when': 3, 'where': 18}, {'age': 3600, 'close_contact': 3601, 'gender_male': 3556, 'gender_female': 3581, 'how_long': 3601, 'name': 3469, 'relation': 3577, 'when': 3600, 'where': 3585})	MultiTaskBertForCovidEntityClassification	0.9941715237302248	[[3579, 6], [15, 3]]	0.2222222222222222	300.0	92.66666666666667	92.66666666666667	21.0	14.285714285714286	14.285714285714286	0.5	22.0	0.20689655172413793	0.42857142857142855	0.13636363636363635	3.0	4.0	19.0	18.0	0.2222222222222222	0.3333333333333333	0.16666666666666666	3.0	6.0	15.0
can_not_test	binary-relation	(9515, {'binary-relation': 100, 'binary-symptoms': 101, 'name': 265, 'where': 58}, {'binary-relation': 9415, 'binary-symptoms': 9414, 'name': 9250, 'where': 9457})	(2468, {'binary-relation': 30, 'binary-symptoms': 33, 'name': 77, 'where': 14}, {'binary-relation': 2438, 'binary-symptoms': 2435, 'name': 2391, 'where': 2454})	(3815, {'binary-relation': 38, 'binary-symptoms': 36, 'name': 110, 'where': 23}, {'binary-relation': 3777, 'binary-symptoms': 3779, 'name': 3705, 'where': 3792})	MultiTaskBertForCovidEntityClassification	0.9905635648754915	[[3755, 22], [14, 24]]	0.5714285714285715	313.0	90.41533546325878	92.28773356568884	44.0	54.54545454545455	67.8650137741047	0.8	30.0	0.6478873239436621	0.5609756097560976	0.7666666666666667	23.0	18.0	7.0	39.0	0.6075949367088608	0.6	0.6153846153846154	24.0	16.0	15.0
can_not_test	binary-symptoms	(9515, {'binary-relation': 100, 'binary-symptoms': 101, 'name': 265, 'where': 58}, {'binary-relation': 9415, 'binary-symptoms': 9414, 'name': 9250, 'where': 9457})	(2468, {'binary-relation': 30, 'binary-symptoms': 33, 'name': 77, 'where': 14}, {'binary-relation': 2438, 'binary-symptoms': 2435, 'name': 2391, 'where': 2454})	(3815, {'binary-relation': 38, 'binary-symptoms': 36, 'name': 110, 'where': 23}, {'binary-relation': 3777, 'binary-symptoms': 3779, 'name': 3705, 'where': 3792})	MultiTaskBertForCovidEntityClassification	0.9913499344692005	[[3765, 14], [19, 17]]	0.5074626865671641	305.0	90.81967213114754	91.67170534383649	35.0	48.57142857142857	55.99628942486086	0.7	34.0	0.6349206349206349	0.6896551724137931	0.5882352941176471	20.0	9.0	14.0	36.0	0.5161290322580646	0.6153846153846154	0.4444444444444444	16.0	10.0	20.0
can_not_test	name	(9515, {'binary-relation': 100, 'binary-symptoms': 101, 'name': 265, 'where': 58}, {'binary-relation': 9415, 'binary-symptoms': 9414, 'name': 9250, 'where': 9457})	(2468, {'binary-relation': 30, 'binary-symptoms': 33, 'name': 77, 'where': 14}, {'binary-relation': 2438, 'binary-symptoms': 2435, 'name': 2391, 'where': 2454})	(3815, {'binary-relation': 38, 'binary-symptoms': 36, 'name': 110, 'where': 23}, {'binary-relation': 3777, 'binary-symptoms': 3779, 'name': 3705, 'where': 3792})	MultiTaskBertForCovidEntityClassification	0.9669724770642202	[[3638, 67], [59, 51]]	0.4473684210526316	346.0	67.34104046242774	73.93438931011187	154.0	33.116883116883116	47.930511047394155	0.6	77.0	0.5333333333333333	0.6206896551724138	0.4675324675324675	36.0	22.0	41.0	110.0	0.3798882681564246	0.4927536231884058	0.3090909090909091	34.0	35.0	76.0
can_not_test	where	(9515, {'binary-relation': 100, 'binary-symptoms': 101, 'name': 265, 'where': 58}, {'binary-relation': 9415, 'binary-symptoms': 9414, 'name': 9250, 'where': 9457})	(2468, {'binary-relation': 30, 'binary-symptoms': 33, 'name': 77, 'where': 14}, {'binary-relation': 2438, 'binary-symptoms': 2435, 'name': 2391, 'where': 2454})	(3815, {'binary-relation': 38, 'binary-symptoms': 36, 'name': 110, 'where': 23}, {'binary-relation': 3777, 'binary-symptoms': 3779, 'name': 3705, 'where': 3792})	MultiTaskBertForCovidEntityClassification	0.9950196592398427	[[3786, 6], [13, 10]]	0.5128205128205128	300.0	93.66666666666667	93.66666666666667	23.0	43.47826086956522	43.47826086956522	0.1	14.0	0.4137931034482759	0.4	0.42857142857142855	6.0	9.0	8.0	23.0	0.5714285714285715	0.5384615384615384	0.6086956521739131	14.0	12.0	9.0
death	age	(9574, {'age': 60, 'name': 247, 'relation': 24, 'symptoms': 6, 'when': 35, 'where': 114}, {'age': 9514, 'name': 9327, 'relation': 9550, 'symptoms': 9568, 'when': 9539, 'where': 9460})	(2387, {'age': 18, 'name': 63, 'relation': 9, 'symptoms': 1, 'when': 10, 'where': 25}, {'age': 2369, 'name': 2324, 'relation': 2378, 'symptoms': 2386, 'when': 2377, 'where': 2362})	(3989, {'age': 31, 'name': 140, 'relation': 28, 'symptoms': 4, 'when': 32, 'where': 50}, {'age': 3958, 'name': 3849, 'relation': 3961, 'symptoms': 3985, 'when': 3957, 'where': 3939})	MultiTaskBertForCovidEntityClassification	0.9959889696665831	[[3945, 13], [3, 28]]	0.7777777777777778	334.0	95.50898203592814	96.76465251315551	41.0	68.29268292682927	78.52180339985217	0.4	18.0	0.7999999999999999	0.8235294117647058	0.7777777777777778	14.0	3.0	4.0	31.0	0.7777777777777778	0.6829268292682927	0.9032258064516129	28.0	13.0	3.0
death	name	(9574, {'age': 60, 'name': 247, 'relation': 24, 'symptoms': 6, 'when': 35, 'where': 114}, {'age': 9514, 'name': 9327, 'relation': 9550, 'symptoms': 9568, 'when': 9539, 'where': 9460})	(2387, {'age': 18, 'name': 63, 'relation': 9, 'symptoms': 1, 'when': 10, 'where': 25}, {'age': 2369, 'name': 2324, 'relation': 2378, 'symptoms': 2386, 'when': 2377, 'where': 2362})	(3989, {'age': 31, 'name': 140, 'relation': 28, 'symptoms': 4, 'when': 32, 'where': 50}, {'age': 3958, 'name': 3849, 'relation': 3961, 'symptoms': 3985, 'when': 3957, 'where': 3939})	MultiTaskBertForCovidEntityClassification	0.9739283028327902	[[3797, 52], [52, 88]]	0.6285714285714286	354.0	74.57627118644068	78.55781381205112	164.0	53.65853658536585	62.252842008939574	0.9	64.0	0.6771653543307087	0.6825396825396826	0.671875	43.0	20.0	21.0	140.0	0.6245353159851301	0.6511627906976745	0.6	84.0	45.0	56.0
death	relation	(9574, {'age': 60, 'name': 247, 'relation': 24, 'symptoms': 6, 'when': 35, 'where': 114}, {'age': 9514, 'name': 9327, 'relation': 9550, 'symptoms': 9568, 'when': 9539, 'where': 9460})	(2387, {'age': 18, 'name': 63, 'relation': 9, 'symptoms': 1, 'when': 10, 'where': 25}, {'age': 2369, 'name': 2324, 'relation': 2378, 'symptoms': 2386, 'when': 2377, 'where': 2362})	(3989, {'age': 31, 'name': 140, 'relation': 28, 'symptoms': 4, 'when': 32, 'where': 50}, {'age': 3958, 'name': 3849, 'relation': 3961, 'symptoms': 3985, 'when': 3957, 'where': 3939})	MultiTaskBertForCovidEntityClassification	0.9934820757081976	[[3952, 9], [17, 11]]	0.45833333333333337	326.0	92.94478527607362	93.17484662576688	26.0	42.30769230769231	45.19230769230769	0.4	9.0	0.5454545454545455	0.46153846153846156	0.6666666666666666	6.0	7.0	3.0	28.0	0.48979591836734687	0.5714285714285714	0.42857142857142855	12.0	9.0	16.0
death	symptoms	(9574, {'age': 60, 'name': 247, 'relation': 24, 'symptoms': 6, 'when': 35, 'where': 114}, {'age': 9514, 'name': 9327, 'relation': 9550, 'symptoms': 9568, 'when': 9539, 'where': 9460})	(2387, {'age': 18, 'name': 63, 'relation': 9, 'symptoms': 1, 'when': 10, 'where': 25}, {'age': 2369, 'name': 2324, 'relation': 2378, 'symptoms': 2386, 'when': 2377, 'where': 2362})	(3989, {'age': 31, 'name': 140, 'relation': 28, 'symptoms': 4, 'when': 32, 'where': 50}, {'age': 3958, 'name': 3849, 'relation': 3961, 'symptoms': 3985, 'when': 3957, 'where': 3939})	MultiTaskBertForCovidEntityClassification	0.9989972424166458	[[3985, 0], [4, 0]]	0.0	325.0	99.07692307692308	99.07692307692308	3.0	0.0	0.0	0.5	1.0	0.0	0.0	0.0	0.0	0.0	1.0	4.0	0.0	0.0	0.0	0.0	0.0	4.0
death	when	(9574, {'age': 60, 'name': 247, 'relation': 24, 'symptoms': 6, 'when': 35, 'where': 114}, {'age': 9514, 'name': 9327, 'relation': 9550, 'symptoms': 9568, 'when': 9539, 'where': 9460})	(2387, {'age': 18, 'name': 63, 'relation': 9, 'symptoms': 1, 'when': 10, 'where': 25}, {'age': 2369, 'name': 2324, 'relation': 2378, 'symptoms': 2386, 'when': 2377, 'where': 2362})	(3989, {'age': 31, 'name': 140, 'relation': 28, 'symptoms': 4, 'when': 32, 'where': 50}, {'age': 3958, 'name': 3849, 'relation': 3961, 'symptoms': 3985, 'when': 3957, 'where': 3939})	MultiTaskBertForCovidEntityClassification	0.9929806969165205	[[3946, 11], [17, 15]]	0.5172413793103449	327.0	91.13149847094802	91.45769622833843	35.0	42.857142857142854	45.904761904761905	0.4	10.0	0.631578947368421	0.6666666666666666	0.6	6.0	3.0	4.0	32.0	0.5172413793103449	0.5769230769230769	0.46875	15.0	11.0	17.0
death	where	(9574, {'age': 60, 'name': 247, 'relation': 24, 'symptoms': 6, 'when': 35, 'where': 114}, {'age': 9514, 'name': 9327, 'relation': 9550, 'symptoms': 9568, 'when': 9539, 'where': 9460})	(2387, {'age': 18, 'name': 63, 'relation': 9, 'symptoms': 1, 'when': 10, 'where': 25}, {'age': 2369, 'name': 2324, 'relation': 2378, 'symptoms': 2386, 'when': 2377, 'where': 2362})	(3989, {'age': 31, 'name': 140, 'relation': 28, 'symptoms': 4, 'when': 32, 'where': 50}, {'age': 3958, 'name': 3849, 'relation': 3961, 'symptoms': 3985, 'when': 3957, 'where': 3939})	MultiTaskBertForCovidEntityClassification	0.9884682877914264	[[3914, 25], [21, 29]]	0.5576923076923077	331.0	86.404833836858	86.64220975399223	51.0	56.86274509803921	58.403361344537814	0.3	25.0	0.6296296296296295	0.5862068965517241	0.68	17.0	12.0	8.0	50.0	0.5555555555555556	0.5172413793103449	0.6	30.0	28.0	20.0
cure	opinion	(7367, {'opinion': 154, 'what_cure': 262, 'who_cure': 133}, {'opinion': 7213, 'what_cure': 7105, 'who_cure': 7234})	(1690, {'opinion': 53, 'what_cure': 74, 'who_cure': 42}, {'opinion': 1637, 'what_cure': 1616, 'who_cure': 1648})	(3060, {'opinion': 73, 'what_cure': 136, 'who_cure': 65}, {'opinion': 2987, 'what_cure': 2924, 'who_cure': 2995})	MultiTaskBertForCovidEntityClassification	0.965359477124183	[[2912, 75], [31, 42]]	0.4421052631578947	326.0	68.40490797546012	68.40490797546012	70.0	60.0	60.0	0.9	53.0	0.5365853658536586	0.4714285714285714	0.6226415094339622	33.0	37.0	20.0	73.0	0.43820224719101125	0.37142857142857144	0.5342465753424658	39.0	66.0	34.0
cure	what_cure	(7367, {'opinion': 154, 'what_cure': 262, 'who_cure': 133}, {'opinion': 7213, 'what_cure': 7105, 'who_cure': 7234})	(1690, {'opinion': 53, 'what_cure': 74, 'who_cure': 42}, {'opinion': 1637, 'what_cure': 1616, 'who_cure': 1648})	(3060, {'opinion': 73, 'what_cure': 136, 'who_cure': 65}, {'opinion': 2987, 'what_cure': 2924, 'who_cure': 2995})	MultiTaskBertForCovidEntityClassification	0.9633986928104575	[[2873, 51], [61, 75]]	0.5725190839694657	344.0	69.18604651162791	72.19799741602068	157.0	47.77070063694268	54.37013446567588	0.1	74.0	0.5771812080536912	0.5733333333333334	0.581081081081081	43.0	32.0	31.0	136.0	0.6014492753623188	0.5928571428571429	0.6102941176470589	83.0	57.0	53.0
cure	who_cure	(7367, {'opinion': 154, 'what_cure': 262, 'who_cure': 133}, {'opinion': 7213, 'what_cure': 7105, 'who_cure': 7234})	(1690, {'opinion': 53, 'what_cure': 74, 'who_cure': 42}, {'opinion': 1637, 'what_cure': 1616, 'who_cure': 1648})	(3060, {'opinion': 73, 'what_cure': 136, 'who_cure': 65}, {'opinion': 2987, 'what_cure': 2924, 'who_cure': 2995})	MultiTaskBertForCovidEntityClassification	0.9696078431372549	[[2941, 54], [39, 26]]	0.3586206896551724	336.0	73.80952380952381	74.67261904761904	77.0	35.064935064935064	38.83116883116883	0.1	42.0	0.37037037037037035	0.30303030303030304	0.47619047619047616	20.0	46.0	22.0	65.0	0.3712574850299401	0.30392156862745096	0.47692307692307695	31.0	71.0	34.0
